484,13,1350
485,2,2000
486,10,1100
487,2,1000
488,2,1000
489,2,1100
490,13,1250
491,5,1350
492,5,1250
493,5,2500
494,5,2500
495,13,1350
496,5,1250
497,5,1350
498,5,2500
499,5,2700
500,5,2500
501,5,1250
